Frequency,Algorithm,Behavior,Model_ID,Reward,Avg_Speed,Crashed
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,69.4335714274224,22.872590122193504,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,66.60040210822064,22.55599078248178,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,67.28049189329764,22.578179940772635,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,95.07291164353228,25.68833622079232,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,78.77634656284431,23.89993837529709,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,3.3830664789390816,21.908417077155125,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-2.314732295120809,20.33083495667733,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,82.92565026183321,24.28931607860476,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,85.62206939983942,24.655990120049882,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,87.72999484109101,24.79758856684045,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,64.58088793580103,22.43932411674347,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,94.30692880079023,25.632791570436606,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-26.820079140520072,26.381953702045557,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,101.372080589063,26.425823445582978,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,71.66810347347504,23.07265745007496,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-21.041158279442648,24.690443655452746,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-0.796268627220801,23.2434442402791,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,24.572059449931917,22.93154181359331,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,80.56475967775073,24.078093532090726,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-18.19747769838854,23.95945332537077,1
